2024-03-18 20:20:04.370 | INFO | train_model:125 | Creating dataloaders
2024-03-18 20:20:04.371 | INFO | train_model:151 | Splitting training data into a 80%-20% train/val split
2024-03-18 20:20:04.471 | INFO | train_model:279 | Starting pre_training
2024-03-18 20:20:13.959 | INFO | trainer:203 | Epoch: 14 | Training loss: 0.00371
2024-03-18 20:20:14.181 | INFO | trainer:219 | Epoch: 15 | Validation loss: 0.0063
2024-03-18 20:20:14.185 | INFO | trainer:203 | Epoch: 15 | Training loss: 0.00358
2024-03-18 20:20:14.444 | INFO | trainer:219 | Epoch: 16 | Validation loss: 0.00631
2024-03-18 20:20:14.451 | INFO | trainer:203 | Epoch: 16 | Training loss: 0.00354
2024-03-18 20:20:14.804 | INFO | trainer:219 | Epoch: 17 | Validation loss: 0.0063
2024-03-18 20:20:14.812 | INFO | trainer:203 | Epoch: 17 | Training loss: 0.00361
2024-03-18 20:20:15.059 | INFO | trainer:219 | Epoch: 18 | Validation loss: 0.0063
2024-03-18 20:20:15.064 | INFO | trainer:203 | Epoch: 18 | Training loss: 0.00371
2024-03-18 20:20:15.293 | INFO | trainer:219 | Epoch: 19 | Validation loss: 0.0063
2024-03-18 20:20:15.299 | INFO | trainer:203 | Epoch: 19 | Training loss: 0.00362
2024-03-18 20:20:15.633 | INFO | trainer:219 | Epoch: 20 | Validation loss: 0.0063
2024-03-18 20:20:15.639 | INFO | trainer:203 | Epoch: 20 | Training loss: 0.00371
2024-03-18 20:20:15.947 | INFO | train_model:378 | Starting stochastic weight averaging
2024-03-18 20:20:16.019 | INFO | trainer:219 | Epoch: 0 | Validation loss: 0.00625
2024-03-18 20:20:16.281 | INFO | trainer:219 | Epoch: 0 | Validation loss: 0.00645
2024-03-18 20:20:16.285 | INFO | trainer:203 | Epoch: 0 | Training loss: 0.00461
2024-03-18 20:20:16.562 | INFO | trainer:219 | Epoch: 1 | Validation loss: 0.00645
2024-03-18 20:20:16.570 | INFO | trainer:203 | Epoch: 1 | Training loss: 0.00384
2024-03-18 20:20:17.043 | INFO | trainer:219 | Epoch: 2 | Validation loss: 0.00654
2024-03-18 20:20:17.048 | INFO | trainer:203 | Epoch: 2 | Training loss: 0.0037
2024-03-18 20:20:17.290 | INFO | trainer:219 | Epoch: 3 | Validation loss: 0.00645
2024-03-18 20:20:17.294 | INFO | trainer:203 | Epoch: 3 | Training loss: 0.00364
2024-03-18 20:20:17.591 | INFO | trainer:219 | Epoch: 4 | Validation loss: 0.0065
2024-03-18 20:20:17.597 | INFO | trainer:203 | Epoch: 4 | Training loss: 0.00377
2024-03-18 20:20:18.031 | INFO | trainer:219 | Epoch: 5 | Validation loss: 0.00659
2024-03-18 20:20:18.035 | INFO | trainer:203 | Epoch: 5 | Training loss: 0.00361
2024-03-18 20:20:18.276 | INFO | trainer:219 | Epoch: 6 | Validation loss: 0.00654
2024-03-18 20:20:18.280 | INFO | trainer:203 | Epoch: 6 | Training loss: 0.00353
2024-03-18 20:20:18.531 | INFO | trainer:219 | Epoch: 7 | Validation loss: 0.00635
2024-03-18 20:20:18.535 | INFO | trainer:203 | Epoch: 7 | Training loss: 0.0036
2024-03-18 20:20:18.906 | INFO | trainer:219 | Epoch: 8 | Validation loss: 0.00666
2024-03-18 20:20:18.914 | INFO | trainer:203 | Epoch: 8 | Training loss: 0.00348
2024-03-18 20:20:19.281 | INFO | trainer:219 | Epoch: 9 | Validation loss: 0.00567
2024-03-18 20:20:19.286 | INFO | trainer:203 | Epoch: 9 | Training loss: 0.00334
2024-03-18 20:20:19.547 | INFO | trainer:219 | Epoch: 10 | Validation loss: 0.00608
2024-03-18 20:20:19.551 | INFO | trainer:203 | Epoch: 10 | Training loss: 0.00328
2024-03-18 20:20:19.856 | INFO | trainer:219 | Epoch: 11 | Validation loss: 0.00666
2024-03-18 20:20:19.864 | INFO | trainer:203 | Epoch: 11 | Training loss: 0.00333
2024-03-18 20:20:20.271 | INFO | trainer:219 | Epoch: 12 | Validation loss: 0.00598
2024-03-18 20:20:20.276 | INFO | trainer:203 | Epoch: 12 | Training loss: 0.00321
2024-03-18 20:20:20.556 | INFO | trainer:219 | Epoch: 13 | Validation loss: 0.00607
2024-03-18 20:20:20.561 | INFO | trainer:203 | Epoch: 13 | Training loss: 0.00313
2024-03-18 20:20:20.833 | INFO | trainer:219 | Epoch: 14 | Validation loss: 0.00647
2024-03-18 20:20:20.838 | INFO | trainer:203 | Epoch: 14 | Training loss: 0.00271
2024-03-18 20:20:21.282 | INFO | trainer:219 | Epoch: 15 | Validation loss: 0.00702
2024-03-18 20:20:21.286 | INFO | trainer:203 | Epoch: 15 | Training loss: 0.00282
2024-03-18 20:20:21.538 | INFO | trainer:219 | Epoch: 16 | Validation loss: 0.00563
2024-03-18 20:20:21.542 | INFO | trainer:203 | Epoch: 16 | Training loss: 0.00288
2024-03-18 20:20:21.844 | INFO | trainer:219 | Epoch: 17 | Validation loss: 0.00676
2024-03-18 20:20:21.852 | INFO | trainer:203 | Epoch: 17 | Training loss: 0.00266
2024-03-18 20:20:22.286 | INFO | trainer:219 | Epoch: 18 | Validation loss: 0.00626
2024-03-18 20:20:22.290 | INFO | trainer:203 | Epoch: 18 | Training loss: 0.00271
2024-03-18 20:20:22.566 | INFO | trainer:219 | Epoch: 19 | Validation loss: 0.00797
2024-03-18 20:20:22.572 | INFO | trainer:203 | Epoch: 19 | Training loss: 0.00268
2024-03-18 20:20:22.905 | INFO | trainer:219 | Epoch: 20 | Validation loss: 0.00624
2024-03-18 20:20:22.913 | INFO | trainer:203 | Epoch: 20 | Training loss: 0.00279
2024-03-18 20:20:23.381 | INFO | trainer:219 | Epoch: 21 | Validation loss: 0.00778
2024-03-18 20:20:23.385 | INFO | trainer:203 | Epoch: 21 | Training loss: 0.0027
2024-03-18 20:20:23.665 | INFO | trainer:219 | Epoch: 22 | Validation loss: 0.00571
2024-03-18 20:20:23.669 | INFO | trainer:203 | Epoch: 22 | Training loss: 0.00295
2024-03-18 20:20:23.954 | INFO | trainer:219 | Epoch: 23 | Validation loss: 0.00645
2024-03-18 20:20:23.961 | INFO | trainer:203 | Epoch: 23 | Training loss: 0.00261
2024-03-18 20:20:24.403 | INFO | trainer:219 | Epoch: 24 | Validation loss: 0.00675
2024-03-18 20:20:24.407 | INFO | trainer:203 | Epoch: 24 | Training loss: 0.00251
2024-03-18 20:20:24.649 | INFO | trainer:219 | Epoch: 25 | Validation loss: 0.00722
2024-03-18 20:20:24.653 | INFO | trainer:203 | Epoch: 25 | Training loss: 0.00222
2024-03-18 20:20:24.955 | INFO | trainer:219 | Epoch: 26 | Validation loss: 0.00714
2024-03-18 20:20:24.963 | INFO | trainer:203 | Epoch: 26 | Training loss: 0.00228
2024-03-18 20:20:25.401 | INFO | trainer:219 | Epoch: 27 | Validation loss: 0.00792
2024-03-18 20:20:25.406 | INFO | trainer:203 | Epoch: 27 | Training loss: 0.00189
2024-03-18 20:20:25.652 | INFO | trainer:219 | Epoch: 28 | Validation loss: 0.00741
2024-03-18 20:20:25.656 | INFO | trainer:203 | Epoch: 28 | Training loss: 0.00208
2024-03-18 20:20:25.906 | INFO | trainer:219 | Epoch: 29 | Validation loss: 0.00712
2024-03-18 20:20:25.912 | INFO | trainer:203 | Epoch: 29 | Training loss: 0.0022
2024-03-18 20:20:26.221 | INFO | trainer:219 | Epoch: 30 | Validation loss: 0.00685
2024-03-18 20:20:26.226 | INFO | trainer:203 | Epoch: 30 | Training loss: 0.00234
2024-03-18 20:20:26.642 | INFO | trainer:219 | Epoch: 31 | Validation loss: 0.00756
2024-03-18 20:20:26.646 | INFO | trainer:203 | Epoch: 31 | Training loss: 0.0022
2024-03-18 20:20:26.927 | INFO | trainer:219 | Epoch: 32 | Validation loss: 0.00717
2024-03-18 20:20:26.931 | INFO | trainer:203 | Epoch: 32 | Training loss: 0.002
2024-03-18 20:20:27.200 | INFO | trainer:219 | Epoch: 33 | Validation loss: 0.00839
2024-03-18 20:20:27.204 | INFO | trainer:203 | Epoch: 33 | Training loss: 0.00175
2024-03-18 20:20:27.449 | INFO | trainer:219 | Epoch: 34 | Validation loss: 0.00756
2024-03-18 20:20:27.454 | INFO | trainer:203 | Epoch: 34 | Training loss: 0.00169
2024-03-18 20:20:27.716 | INFO | trainer:219 | Epoch: 35 | Validation loss: 0.00812
2024-03-18 20:20:27.720 | INFO | trainer:203 | Epoch: 35 | Training loss: 0.00181
2024-03-18 20:20:27.963 | INFO | trainer:219 | Epoch: 36 | Validation loss: 0.00667
2024-03-18 20:20:27.967 | INFO | trainer:203 | Epoch: 36 | Training loss: 0.00217
2024-03-18 20:20:28.205 | INFO | trainer:219 | Epoch: 37 | Validation loss: 0.00768
2024-03-18 20:20:28.209 | INFO | trainer:203 | Epoch: 37 | Training loss: 0.00185
2024-03-18 20:20:28.438 | INFO | trainer:219 | Epoch: 38 | Validation loss: 0.00791
2024-03-18 20:20:28.442 | INFO | trainer:203 | Epoch: 38 | Training loss: 0.00169
2024-03-18 20:20:28.671 | INFO | trainer:219 | Epoch: 39 | Validation loss: 0.00809
2024-03-18 20:20:28.677 | INFO | trainer:203 | Epoch: 39 | Training loss: 0.00145
2024-03-18 20:20:28.917 | INFO | trainer:219 | Epoch: 40 | Validation loss: 0.00831
2024-03-18 20:20:28.921 | INFO | trainer:203 | Epoch: 40 | Training loss: 0.00187
2024-03-18 20:20:29.158 | INFO | trainer:219 | Epoch: 41 | Validation loss: 0.00576
2024-03-18 20:20:29.162 | INFO | trainer:203 | Epoch: 41 | Training loss: 0.00234
2024-03-18 20:20:29.401 | INFO | trainer:219 | Epoch: 42 | Validation loss: 0.00623
2024-03-18 20:20:29.405 | INFO | trainer:203 | Epoch: 42 | Training loss: 0.00215
2024-03-18 20:20:29.636 | INFO | trainer:219 | Epoch: 43 | Validation loss: 0.00679
2024-03-18 20:20:29.641 | INFO | trainer:203 | Epoch: 43 | Training loss: 0.00204
2024-03-18 20:20:29.877 | INFO | trainer:219 | Epoch: 44 | Validation loss: 0.0101
2024-03-18 20:20:29.881 | INFO | trainer:203 | Epoch: 44 | Training loss: 0.00187
2024-03-18 20:20:30.118 | INFO | trainer:219 | Epoch: 45 | Validation loss: 0.00795
2024-03-18 20:20:30.122 | INFO | trainer:203 | Epoch: 45 | Training loss: 0.00177
2024-03-18 20:20:30.355 | INFO | trainer:219 | Epoch: 46 | Validation loss: 0.00833
2024-03-18 20:20:30.359 | INFO | trainer:203 | Epoch: 46 | Training loss: 0.00148
2024-03-18 20:20:30.591 | INFO | trainer:219 | Epoch: 47 | Validation loss: 0.00924
2024-03-18 20:20:30.596 | INFO | trainer:203 | Epoch: 47 | Training loss: 0.00148
2024-03-18 20:20:30.833 | INFO | trainer:219 | Epoch: 48 | Validation loss: 0.0072
2024-03-18 20:20:30.839 | INFO | trainer:203 | Epoch: 48 | Training loss: 0.00144
